emb_near_threshold,embed_dim,false_shortcut_rate,max_endpoint_relative_distortion,mean_endpoint_relative_distortion
2.102318746545826,2,0.0,0.3602019587522174,0.14890823178133145
2.4494897427831797,3,0.0,3.9474596431116675e-16,1.9737298215558337e-16
