system,n,m,seed,run_type,init_kind,objective,initial_required_gain,best_required_gain,final_required_gain,min_pairwise_distance,max_pairwise_distance,steps_run,restart_count,converged,stopped_reason,system_label,reported_value
AllSwap,4,2,6.0,random_optimization,random_gaussian,generic,2.9945515568882666,1.4142135631081338,1.4142135623730971,1.0,1.4142135631081338,15000,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,4,2,7.0,random_optimization,random_gaussian,generic,5.991090710839922,1.7320508084280413,1.7320508075688792,0.9999999999999998,1.7320508084280408,15000,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,4,2,8.0,random_optimization,random_gaussian,generic,2.107454727815396,1.4142135628171395,1.414213562373096,1.0,1.4142135628171395,15000,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,4,2,9.0,random_optimization,random_gaussian,generic,2.673051551984343,1.4142135630078685,1.4142135623730987,0.9999999999999998,1.4142135630078685,15000,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,4,3,0.0,random_optimization,random_gaussian,generic,2.081382827178598,1.000000000982801,1.000000000982801,1.0,1.0000000010465149,374,0,True,gain_one_reached,Complete transpositions,exact hard gain
AllSwap,4,3,1.0,random_optimization,random_gaussian,generic,3.2530251445272635,1.0000000007026697,1.0000000007026697,1.0,1.0000000007026693,385,0,True,gain_one_reached,Complete transpositions,exact hard gain
AllSwap,4,3,2.0,random_optimization,random_gaussian,generic,2.9931778408918994,1.0000000002096037,1.0000000002096037,1.0,1.0000000002096037,407,0,True,gain_one_reached,Complete transpositions,exact hard gain
AllSwap,4,3,3.0,random_optimization,random_gaussian,generic,2.548067933767243,1.000000000418752,1.000000000418752,1.0000000000000002,1.0000000004187524,380,0,True,gain_one_reached,Complete transpositions,exact hard gain
AllSwap,4,3,4.0,random_optimization,random_gaussian,generic,2.40971762889744,1.0000000006904706,1.0000000006904706,1.0,1.0000000006904706,388,0,True,gain_one_reached,Complete transpositions,exact hard gain
AllSwap,4,3,5.0,random_optimization,random_gaussian,generic,4.605365230349549,1.0000000003673937,1.0000000003673937,0.9999999999999998,1.0000000003673934,412,0,True,gain_one_reached,Complete transpositions,exact hard gain
