Lambda1_max_ci95,Lambda1_max_mean,Lambda1_max_std,Lambda1_median_ci95,Lambda1_median_mean,Lambda1_median_std,Lambda1_p90_ci95,Lambda1_p90_mean,Lambda1_p90_std,Lambda1_p95_ci95,Lambda1_p95_mean,Lambda1_p95_std,Lambda1_p99_ci95,Lambda1_p99_mean,Lambda1_p99_std,Lambda2_max_ci95,Lambda2_max_mean,Lambda2_max_std,Lambda2_p95_ci95,Lambda2_p95_mean,Lambda2_p95_std,Lambda5_max_ci95,Lambda5_max_mean,Lambda5_max_std,Lambda5_p90_ci95,Lambda5_p90_mean,Lambda5_p90_std,Lambda5_p95_ci95,Lambda5_p95_mean,Lambda5_p95_std,Lambda5_p99_ci95,Lambda5_p99_mean,Lambda5_p99_std,decoder_weight_norm_ci95,decoder_weight_norm_mean,decoder_weight_norm_std,latent_dim,latent_dynamics_mse_ci95,latent_dynamics_mse_mean,latent_dynamics_mse_std,latent_mean_norm_ci95,latent_mean_norm_mean,latent_mean_norm_std,latent_rms_ci95,latent_rms_mean,latent_rms_std,maze,median_pairwise_latent_distance_ci95,median_pairwise_latent_distance_mean,median_pairwise_latent_distance_std,min_pairwise_latent_distance_ci95,min_pairwise_latent_distance_mean,min_pairwise_latent_distance_std,n,one_step_coordinate_MSE_ci95,one_step_coordinate_MSE_mean,one_step_coordinate_MSE_std,one_step_euclidean_error_ci95,one_step_euclidean_error_mean,one_step_euclidean_error_std,one_step_exact_accuracy_ci95,one_step_exact_accuracy_mean,one_step_exact_accuracy_std,one_step_manhattan_error_ci95,one_step_manhattan_error_mean,one_step_manhattan_error_std,one_step_state_error_ci95,one_step_state_error_mean,one_step_state_error_std,p01_pairwise_latent_distance_ci95,p01_pairwise_latent_distance_mean,p01_pairwise_latent_distance_std,p05_pairwise_latent_distance_ci95,p05_pairwise_latent_distance_mean,p05_pairwise_latent_distance_std,parameter_count_ci95,parameter_count_mean,parameter_count_std,planning_dist_10_SR_ci95,planning_dist_10_SR_mean,planning_dist_10_SR_std,planning_dist_19_SR_ci95,planning_dist_19_SR_mean,planning_dist_19_SR_std,planning_dist_6_SR_ci95,planning_dist_6_SR_mean,planning_dist_6_SR_std,planning_long_SR_ci95,planning_long_SR_mean,planning_long_SR_std,planning_medium_SR_ci95,planning_medium_SR_mean,planning_medium_SR_std,planning_short_SR_ci95,planning_short_SR_mean,planning_short_SR_std,planning_success_rate_ci95,planning_success_rate_mean,planning_success_rate_std,predictor_weight_norm_ci95,predictor_weight_norm_mean,predictor_weight_norm_std,rollout_10_cumulative_trajectory_error_ci95,rollout_10_cumulative_trajectory_error_mean,rollout_10_cumulative_trajectory_error_std,rollout_10_exact_accuracy_ci95,rollout_10_exact_accuracy_mean,rollout_10_exact_accuracy_std,rollout_10_mean_trajectory_error_ci95,rollout_10_mean_trajectory_error_mean,rollout_10_mean_trajectory_error_std,rollout_10_terminal_error_ci95,rollout_10_terminal_error_mean,rollout_10_terminal_error_std,rollout_15_cumulative_trajectory_error_ci95,rollout_15_cumulative_trajectory_error_mean,rollout_15_cumulative_trajectory_error_std,rollout_15_exact_accuracy_ci95,rollout_15_exact_accuracy_mean,rollout_15_exact_accuracy_std,rollout_15_mean_trajectory_error_ci95,rollout_15_mean_trajectory_error_mean,rollout_15_mean_trajectory_error_std,rollout_15_terminal_error_ci95,rollout_15_terminal_error_mean,rollout_15_terminal_error_std,rollout_1_cumulative_trajectory_error_ci95,rollout_1_cumulative_trajectory_error_mean,rollout_1_cumulative_trajectory_error_std,rollout_1_exact_accuracy_ci95,rollout_1_exact_accuracy_mean,rollout_1_exact_accuracy_std,rollout_1_mean_trajectory_error_ci95,rollout_1_mean_trajectory_error_mean,rollout_1_mean_trajectory_error_std,rollout_1_terminal_error_ci95,rollout_1_terminal_error_mean,rollout_1_terminal_error_std,rollout_20_cumulative_trajectory_error_ci95,rollout_20_cumulative_trajectory_error_mean,rollout_20_cumulative_trajectory_error_std,rollout_20_exact_accuracy_ci95,rollout_20_exact_accuracy_mean,rollout_20_exact_accuracy_std,rollout_20_mean_trajectory_error_ci95,rollout_20_mean_trajectory_error_mean,rollout_20_mean_trajectory_error_std,rollout_20_terminal_error_ci95,rollout_20_terminal_error_mean,rollout_20_terminal_error_std,rollout_25_cumulative_trajectory_error_ci95,rollout_25_cumulative_trajectory_error_mean,rollout_25_cumulative_trajectory_error_std,rollout_25_exact_accuracy_ci95,rollout_25_exact_accuracy_mean,rollout_25_exact_accuracy_std,rollout_25_mean_trajectory_error_ci95,rollout_25_mean_trajectory_error_mean,rollout_25_mean_trajectory_error_std,rollout_25_terminal_error_ci95,rollout_25_terminal_error_mean,rollout_25_terminal_error_std,rollout_5_cumulative_trajectory_error_ci95,rollout_5_cumulative_trajectory_error_mean,rollout_5_cumulative_trajectory_error_std,rollout_5_exact_accuracy_ci95,rollout_5_exact_accuracy_mean,rollout_5_exact_accuracy_std,rollout_5_mean_trajectory_error_ci95,rollout_5_mean_trajectory_error_mean,rollout_5_mean_trajectory_error_std,rollout_5_terminal_error_ci95,rollout_5_terminal_error_mean,rollout_5_terminal_error_std,state_coordinate_mse_ci95,state_coordinate_mse_mean,state_coordinate_mse_std,state_exact_accuracy_ci95,state_exact_accuracy_mean,state_exact_accuracy_std,train_dyn_loss_ci95,train_dyn_loss_mean,train_dyn_loss_std,train_state_loss_ci95,train_state_loss_mean,train_state_loss_std,train_total_loss_ci95,train_total_loss_mean,train_total_loss_std
0.0,24.56334114074707,0.0,0.0,1.0,0.0,0.0,1.4187123775482178,0.0,0.0,1.6949498653411865,0.0,0.0,3.1719250679016113,0.0,0.0,45.78445053100586,0.0,0.0,1.879387617111206,0.0,0.0,75.6931381225586,0.0,0.0,1.7077319622039795,0.0,0.0,2.258002996444702,0.0,0.0,4.762999057769775,0.0,0.0,10.369129421117064,0.0,2,0.0,0.0039052097126841545,0.0,0.0,0.15813660621643066,0.0,0.0,0.11581398546695709,0.0,C,0.0,0.06180702894926071,0.0,0.0,0.001235867734067142,0.0,1,0.0,0.4382092356681824,0.0,0.0,3.0684683322906494,0.0,0.0,0.015625,0.0,0.0,3.999382257461548,0.0,0.0,3.0684683322906494,0.0,0.0,0.0062864175997674465,0.0,0.0,0.013957713730633259,0.0,0.0,51974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.636725819296732,0.0,0.0,31.407278388738632,0.0,0.0,0.0,0.0,0.0,3.1407278388738633,0.0,0.0,3.310358762741089,0.0,0.0,45.934445053339005,0.0,0.0,0.0,0.0,0.0,3.062296336889267,0.0,0.0,3.298766255378723,0.0,0.0,2.6464876532554626,0.0,0.0,0.0,0.0,0.0,2.6464876532554626,0.0,0.0,2.6464876532554626,0.0,0.0,58.63714098930359,0.0,0.0,0.0,0.0,0.0,2.9318570494651794,0.0,0.0,1.608761578798294,0.0,0.0,69.23106133937836,0.0,0.0,0.0,0.0,0.0,2.769242453575134,0.0,0.0,1.9130162000656128,0.0,0.0,13.906890958547592,0.0,0.0,0.0,0.0,0.0,2.781378191709518,0.0,0.0,3.205626606941223,0.0,0.0,0.4349796772003174,0.0,0.0,0.015625,0.0,0.0,0.0039052097126841545,0.0,0.0,0.4349796175956726,0.0,0.0,0.43888482451438904,0.0
0.0,2.4162471294403076,0.0,0.0,1.0,0.0,0.0,1.2229007482528687,0.0,0.0,1.3387559652328491,0.0,0.0,1.72373366355896,0.0,0.0,4.33522891998291,0.0,0.0,1.4597992897033691,0.0,0.0,10.300237655639648,0.0,0.0,1.3976861238479614,0.0,0.0,1.6673883199691772,0.0,0.0,2.481858253479004,0.0,0.0,9.444414306996284,0.0,8,0.0,0.007469790522009134,0.0,0.0,0.3482815623283386,0.0,0.0,0.1240401640534401,0.0,C,0.0,0.1571359634399414,0.0,0.0,0.02380777895450592,0.0,1,0.0,0.43055370450019836,0.0,0.0,3.048563003540039,0.0,0.0,0.015625,0.0,0.0,4.000305652618408,0.0,0.0,3.048563003540039,0.0,0.0,0.03617830201983452,0.0,0.0,0.052092183381319046,0.0,0.0,55058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.569910400760094,0.0,0.0,31.553627371788025,0.0,0.0,0.0,0.0,0.0,3.1553627371788027,0.0,0.0,3.4235217571258545,0.0,0.0,46.71768379211426,0.0,0.0,0.0,0.0,0.0,3.114512252807617,0.0,0.0,3.4239877462387085,0.0,0.0,2.5858192443847656,0.0,0.0,0.0,0.0,0.0,2.5858192443847656,0.0,0.0,2.5858192443847656,0.0,0.0,60.771220713853836,0.0,0.0,0.0,0.0,0.0,3.038561035692692,0.0,0.0,1.916561633348465,0.0,0.0,73.43533378839493,0.0,0.0,0.0,0.0,0.0,2.937413351535797,0.0,0.0,2.462862491607666,0.0,0.0,13.675106287002563,0.0,0.0,0.0,0.0,0.0,2.735021257400513,0.0,0.0,3.219469666481018,0.0,0.0,0.4210158884525299,0.0,0.0,0.015625,0.0,0.0,0.007469790522009134,0.0,0.0,0.42101576924324036,0.0,0.0,0.42848557233810425,0.0
