system,n,m,seed,run_type,init_kind,objective,initial_required_gain,best_required_gain,final_required_gain,min_pairwise_distance,max_pairwise_distance,steps_run,restart_count,converged,stopped_reason,system_label,reported_value
AdjacentSwap,10,5,0.0,random_optimization,random_gaussian,generic,2.994755007836544,2.7596266354488046,2.7596266354488046,1.0000000000000002,3.1652843333826786,1,0,False,max_steps,Adjacent transpositions,exact hard gain
AdjacentSwap,10,6,0.0,random_optimization,random_gaussian,generic,3.9338355995451724,3.614916612811334,3.614916612811334,1.0000000000000002,5.066307812254972,1,0,False,max_steps,Adjacent transpositions,exact hard gain
AdjacentSwap,10,7,0.0,random_optimization,random_gaussian,generic,2.203786625151081,2.039471441902731,2.039471441902731,1.0000000000000002,2.7764697740626354,1,0,False,max_steps,Adjacent transpositions,exact hard gain
AdjacentSwap,10,8,0.0,random_optimization,random_gaussian,generic,2.8425749757185255,2.5601132371281494,2.5601132371281494,0.9999999999999999,2.8040573740447226,1,0,False,max_steps,Adjacent transpositions,exact hard gain
AdjacentSwap,10,9,0.0,random_optimization,random_gaussian,generic,1.9551778730006832,1.7895150153977775,1.7895150153977775,1.0000000000000002,3.1607235958175486,1,0,False,max_steps,Adjacent transpositions,exact hard gain
AllSwap,10,1,0.0,random_optimization,random_gaussian,generic,17.689545283755834,17.009178173629483,17.009178173629483,1.0,32.50240379871728,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,2,0.0,random_optimization,random_gaussian,generic,31.22890069817687,29.748402583692727,29.748402583692727,0.9999999999999988,37.541720962292494,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,3,0.0,random_optimization,random_gaussian,generic,5.825710829402765,5.482558080333586,5.482558080333586,1.0,6.599880564801086,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,4,0.0,random_optimization,random_gaussian,generic,3.6329327199217696,3.3802108730289526,3.3802108730289526,1.0000000000000002,3.8328075853699946,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,5,0.0,random_optimization,random_gaussian,generic,3.3710498810591605,3.1299331364294063,3.1299331364294063,1.0000000000000002,3.132386932771425,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,6,0.0,random_optimization,random_gaussian,generic,4.365261218753036,4.020614042382057,4.020614042382057,1.0,5.066306953839703,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,7,0.0,random_optimization,random_gaussian,generic,2.334006578950481,2.146025923826301,2.146025923826301,1.0000000000000002,2.7479195509594754,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,8,0.0,random_optimization,random_gaussian,generic,2.8425749757185255,2.560113244752851,2.560113244752851,1.0,2.782737171995134,1,0,False,max_steps,Complete transpositions,exact hard gain
AllSwap,10,9,0.0,random_optimization,random_gaussian,generic,2.7057090473745458,2.5001424508143706,2.5001424508143706,1.0000000000000002,2.9460156592564886,1,0,False,max_steps,Complete transpositions,exact hard gain
Cycle,4,2,,analytic_construction,regular_polygon,none,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.4142135623730951,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,4,3,,analytic_construction,regular_polygon,none,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.4142135623730951,0,0,True,analytic_evaluation,Cycle,exact hard gain
AdjacentSwap,4,3,,analytic_construction,regular_simplex,none,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000002,1.0000000000000007,0,0,True,analytic_evaluation,Adjacent transpositions,exact hard gain
AllSwap,4,1,,analytic_construction,grid,none,3.0,3.0,3.0,1.0,3.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,4,2,,analytic_construction,grid,none,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,4,3,,analytic_construction,regular_simplex,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000007,0,0,True,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,4,3,,analytic_construction,grid,none,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
Cycle,6,2,,analytic_construction,regular_polygon,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0,2.000000000000001,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,6,3,,analytic_construction,regular_polygon,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0,2.000000000000001,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,6,4,,analytic_construction,regular_polygon,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0,2.000000000000001,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,6,5,,analytic_construction,regular_polygon,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0,2.000000000000001,0,0,True,analytic_evaluation,Cycle,exact hard gain
AdjacentSwap,6,5,,analytic_construction,regular_simplex,none,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0,1.000000000000001,0,0,True,analytic_evaluation,Adjacent transpositions,exact hard gain
AllSwap,6,1,,analytic_construction,grid,none,5.0,5.0,5.0,1.0,5.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,6,2,,analytic_construction,grid,none,2.23606797749979,2.23606797749979,2.23606797749979,1.0,2.23606797749979,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,6,3,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,6,4,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,6,5,,analytic_construction,regular_simplex,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0,1.000000000000001,0,0,True,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,6,5,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
Cycle,8,2,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999999,2.613125929752753,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,8,3,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999999,2.613125929752753,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,8,4,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999999,2.613125929752753,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,8,5,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999999,2.613125929752753,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,8,6,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999999,2.613125929752753,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,8,7,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999999,2.613125929752753,0,0,True,analytic_evaluation,Cycle,exact hard gain
AdjacentSwap,8,7,,analytic_construction,regular_simplex,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0,1.0000000000000013,0,0,True,analytic_evaluation,Adjacent transpositions,exact hard gain
AllSwap,8,1,,analytic_construction,grid,none,7.0,7.0,7.0,1.0,7.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,2,,analytic_construction,grid,none,2.8284271247461903,2.8284271247461903,2.8284271247461903,1.0,2.8284271247461903,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,3,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,4,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,5,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,6,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,7,,analytic_construction,regular_simplex,none,1.000000000000001,1.000000000000001,1.000000000000001,1.0,1.0000000000000013,0,0,True,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,8,7,,analytic_construction,grid,none,1.7320508075688772,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
Cycle,10,2,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,3,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,4,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,5,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,6,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,7,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,8,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
Cycle,10,9,,analytic_construction,regular_polygon,none,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,3.2360679774997902,0,0,True,analytic_evaluation,Cycle,exact hard gain
AdjacentSwap,10,9,,analytic_construction,regular_simplex,none,1.0000000000000009,1.0000000000000009,1.0000000000000009,0.9999999999999999,1.0000000000000013,0,0,True,analytic_evaluation,Adjacent transpositions,exact hard gain
AllSwap,10,1,,analytic_construction,grid,none,9.0,9.0,9.0,1.0,9.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,2,,analytic_construction,grid,none,3.605551275463989,3.605551275463989,3.605551275463989,1.0,3.605551275463989,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,3,,analytic_construction,grid,none,3.0,3.0,3.0,1.0,3.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,4,,analytic_construction,grid,none,2.0,2.0,2.0,1.0,2.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,5,,analytic_construction,grid,none,2.0,2.0,2.0,1.0,2.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,6,,analytic_construction,grid,none,2.0,2.0,2.0,1.0,2.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,7,,analytic_construction,grid,none,2.0,2.0,2.0,1.0,2.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,8,,analytic_construction,grid,none,2.0,2.0,2.0,1.0,2.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,9,,analytic_construction,regular_simplex,none,1.000000000000001,1.000000000000001,1.000000000000001,0.9999999999999999,1.0000000000000013,0,0,True,analytic_evaluation,Complete transpositions,exact hard gain
AllSwap,10,9,,analytic_construction,grid,none,2.0,2.0,2.0,1.0,2.0,0,0,False,analytic_evaluation,Complete transpositions,exact hard gain
